l_S,ChSD,intermediate,GenSD,trophicVar,richness,S1,MaxSim,net_id,stage,complexity,predpreyRatio,VulSD,links,net_type,basal,top,S4,centrality,herbivory,Clust,trophicCoherence,connectance,TL,path,S2,LinkSD,cannibal,S5,ChLen,intervals,distance,omnivory,loops,community,ChNum
3.611111111111111,0.4448027229745693,0.5833333333333334,1.0153846153846153,0.3834176999516335,36,0.05246913580246913,0.5496818987208564,1,creation,0.9303215751516466,1.0357142857142858,1.350615526061811,130,down_power,0.2222222222222222,0.19444444444444445,0.41512345679012347,3.6405405198980123,0.6111111111111112,0.1603295117580832,0.3345528467782772,0.10030864197530864,1.929970760233918,1.2363636363636363,0.036265432098765434,1.178892986180508,0.08333333333333333,0.2515432098765432,1.2580645161290323,29,2.0,0.1388888888888889,0.08333333333333333,tibet,3.4339872044851463
6.972222222222222,0.0,0.7222222222222222,0.6572494326315692,0.38379260926438896,36,0.25308641975308643,0.9526038159371493,1,creation,0.8085261502528599,1.2142857142857142,1.3298536400340188,251,metaweb,0.2222222222222222,0.05555555555555555,1.623456790123457,0.5033047842771058,0.6111111111111112,0.12758652583662677,0.2831034330929339,0.19367283950617284,1.9334795321637428,1.162162162162162,0.11342592592592593,0.8654292018764385,0.08333333333333333,0.7114197530864198,1.0,0,2.0,0.08333333333333333,0.08333333333333333,tibet,2.772588722239781
3.75,NaN,0.6666666666666666,1.2546295222475987,1.11091091129949,36,0.19290123456790123,0.6332979784185925,1,creation,0.8893333667983901,1.5,0.5114560602703829,135,niche,0.3333333333333333,0.0,0.125,10.667076578533962,0.1111111111111111,0.32132105105568176,0.7496031209133623,0.10416666666666667,2.243741666405425,1.7771260997067448,0.05709876543209876,1.1374156169643028,0.08333333333333333,0.3387345679012346,NaN,0,4.0,0.5,0.08333333333333333,tibet,0.0
3.611111111111111,0.4797697657554009,0.5555555555555556,0.7014343473928628,0.3696665026974928,36,0.07716049382716049,0.5350056698547411,1,creation,0.9427255885032969,1.0,1.3667417802310895,130,down_rand,0.2222222222222222,0.2222222222222222,0.44290123456790126,1.7922593931525403,0.6111111111111112,0.0696292904626238,0.24356357787254151,0.10030864197530864,1.9241622574955908,1.2303030303030302,0.016203703703703703,0.9596385625600529,0.08333333333333333,0.18518518518518517,1.6521739130434783,39,2.0,0.16666666666666666,0.08333333333333333,tibet,4.23410650459726
3.611111111111111,0.41042563012190475,0.6944444444444444,0.806080023463268,0.4432313758071331,36,0.1396604938271605,0.5381797215130549,1,creation,0.9469520270669414,1.1785714285714286,1.0303788009139072,130,down_link,0.2222222222222222,0.08333333333333333,0.30092592592592593,3.892737169760461,0.6111111111111112,0.06097174430507763,0.2860406631685915,0.10030864197530864,1.9621212121212122,1.2905027932960893,0.014660493827160493,0.78647484898193,0.08333333333333333,0.20910493827160495,1.7941176470588236,38,3.0,0.16666666666666666,0.08333333333333333,tibet,3.5263605246161616
3.611111111111111,0.3619632159861651,0.4722222222222222,0.604094230556275,0.3654478458049886,36,0.09876543209876543,0.6499019539589717,1,creation,0.9127325022172763,0.8928571428571429,1.4746961232604583,130,down_niche,0.2222222222222222,0.3055555555555556,0.5108024691358025,2.043220338983051,0.6111111111111112,0.030633364456893866,0.11952286093343939,0.10030864197530864,1.9265873015873016,1.1772151898734178,0.0030864197530864196,1.0300243331088255,0.0,0.19212962962962962,1.8461538461538463,21,2.0,0.16666666666666666,0.0,tibet,5.049856007249537
4.111111111111111,0.4504648811712287,0.19444444444444445,0.7372839365177182,0.48417215591593765,36,0.2330246913580247,0.8799967089440773,1,creation,0.8695105848258202,0.72,1.3646144500582327,148,atn,0.3055555555555556,0.5,0.6026234567901234,5.896767510927543,0.1111111111111111,0.0,0.4595167972304571,0.11419753086419752,1.9882440476190473,1.426356589147287,0.0,1.1703313492224177,0.0,0.30169753086419754,1.9289772727272727,0,3.0,0.5833333333333334,0.0,tibet,5.863631175598097
3.59375,0.42604296149803583,0.5,0.9916635258846797,0.31378166334133273,32,0.0283203125,0.5754416309793149,1,burnin,0.9203293904942185,1.0,1.3991085468604358,115,down_power,0.25,0.25,0.482421875,4.177484350051957,0.625,0.16377378156315536,0.3012123839681139,0.1123046875,1.8432904411764706,1.1307692307692307,0.044921875,1.147843087128134,0.0625,0.2685546875,1.2285714285714286,26,2.0,0.09375,0.0625,tibet,3.5553480614894135
5.866666666666666,0.0,0.0,0.6133315160574596,0.20229885057471259,30,0.0,1.0,1,burnin,NaN,0.36363636363636365,1.6866616691580136,176,metaweb,0.26666666666666666,0.7333333333333333,2.0533333333333332,0.36363636363636365,0.7333333333333333,0.0,0.0,0.19555555555555557,1.7333333333333334,1.0,0.0,1.073330153100554,0.0,0.6844444444444444,1.0,0,2.0,0.0,0.0,tibet,5.170483995038151
3.735294117647059,NaN,0.6470588235294118,1.2158215275059923,0.8799413117855082,34,0.19636678200692043,0.628939634067343,1,burnin,0.8973572109451544,1.5454545454545454,0.5202451014208161,127,niche,0.35294117647058826,0.0,0.1314878892733564,10.211332543148028,0.11764705882352941,0.33362403147092135,0.6963570716260249,0.10986159169550173,2.1082622814584253,1.7236842105263157,0.06228373702422145,1.0869996791768357,0.08823529411764706,0.3373702422145329,NaN,0,4.0,0.5,0.08823529411764706,tibet,0.0
3.5454545454545454,0.4902781565677319,0.48484848484848486,0.7297000725803269,0.3040600639806988,33,0.05509641873278237,0.5703552710905653,1,burnin,0.9381723359366154,0.96,1.4296740133164623,117,down_rand,0.24242424242424243,0.2727272727272727,0.49586776859504134,1.8116355410206915,0.6363636363636364,0.08032708032708033,0.22525404341036231,0.10743801652892562,1.848003848003848,1.1221374045801527,0.018365472910927456,0.9883997342302062,0.06060606060606061,0.20202020202020202,1.6142857142857143,34,2.0,0.12121212121212122,0.06060606060606061,tibet,4.248495242049359
