l_S,ChSD,intermediate,GenSD,trophicVar,richness,S1,MaxSim,net_id,stage,predpreyRatio,VulSD,links,net_type,basal,top,S4,centrality,herbivory,Clust,trophicCoherence,connectance,TL,path,S2,LinkSD,cannibal,S5,ChLen,intervals,distance,omnivory,loops,community,ChNum
9.847457627118644,0.0,0.8305084745762712,0.8365056038323393,0.4002855035168304,59,0.37058316575696637,0.9419020715630885,1,creation,1.1176470588235294,1.3733176602732655,581,metaweb,0.13559322033898305,0.03389830508474576,1.9327779373743177,0.40333276197384255,0.6779661016949152,0.2503554648506161,0.35849624991881274,0.16690606147658718,2.0820128898120736,1.2652232746955345,0.2634300488365412,1.2386108098846875,0.1694915254237288,0.8750359092214881,1.0,20,2.0,0.1694915254237288,0.1694915254237288,dolomites,2.772588722239781
5.728813559322034,NaN,0.7796610169491526,1.1218479470961515,1.7582853617997523,59,0.27262280953748924,0.6165197541932371,1,creation,1.2826086956521738,0.6448978729686861,338,niche,0.22033898305084745,0.0,0.21315713875323183,9.870723688228011,0.03389830508474576,0.31809100685365327,0.9145755772938208,0.09709853490376329,2.9774822861695536,1.8346693386773547,0.1258259120942258,1.0779961346122102,0.06779661016949153,0.43292157426027006,NaN,0,3.0,0.711864406779661,0.0847457627118644,dolomites,0.0
5.898305084745763,0.5433396827301464,0.6949152542372882,0.6364633289406747,0.3360437220872613,59,0.1887388681413387,0.7014853261062003,1,creation,0.9607843137254902,1.715076100258062,348,down_niche,0.13559322033898305,0.1694915254237288,1.0815857512209135,0.8976790118124657,0.6779661016949152,0.03505929099149438,0.1343686012835844,0.09997127262280954,2.056041184784367,1.183529411764706,0.01580005745475438,1.4244259660026668,0.01694915254237288,0.3447285262855501,2.4132231404958677,78,2.0,0.1864406779661017,0.01694915254237288,dolomites,6.587550014824796
5.898305084745763,0.5433396827301464,0.6949152542372882,0.6364633289406747,0.3360437220872613,59,0.1887388681413387,0.7014853261062003,1,creation,0.9607843137254902,1.715076100258062,348,down_niche_bodysize,0.13559322033898305,0.1694915254237288,1.0815857512209135,0.8976790118124657,0.6779661016949152,0.03505929099149438,0.1343686012835844,0.09997127262280954,2.056041184784367,1.183529411764706,0.01580005745475438,1.4244259660026668,0.01694915254237288,0.3447285262855501,2.4132231404958677,76,2.0,0.1864406779661017,0.01694915254237288,dolomites,6.587550014824796
6.666666666666667,0.0,0.0,0.45194614629282565,0.14184397163120566,48,0.0,1.0,1,burnin,0.2,2.2597307314641286,320,metaweb,0.16666666666666666,0.8333333333333334,2.7083333333333335,0.2,0.8333333333333334,0.0,0.0,0.1388888888888889,1.8333333333333333,1.0,0.0,1.8077845851713026,0.0,0.4861111111111111,1.0,0,2.0,0.0,0.0,dolomites,5.768320995793772
5.127659574468085,1.1340667770586919,0.6808510638297872,1.2358417459078221,1.2665079349691604,47,0.22317790855590766,0.6303648531686528,1,burnin,1.3235294117647058,0.6979845579307682,241,niche,0.2765957446808511,0.0425531914893617,0.22498868266183794,8.38013507839575,0.0425531914893617,0.3145429302906582,0.8402838158747948,0.10909913988229969,2.5444243534230098,1.637218045112782,0.1308284291534631,1.155647408559391,0.06382978723404255,0.49751018560434584,4.256830601092896,0,3.0,0.6595744680851063,0.0851063829787234,dolomites,6.3080984415095305
4.708333333333333,0.0,0.0,0.4858227533509224,0.1418439716312057,48,0.0,0.8803397428107179,1,burnin,0.2,2.4609097169682275,226,down_niche,0.16666666666666666,0.8333333333333334,1.5512152777777777,0.6484055600981193,0.8333333333333334,0.0,3.7424285701469057e-16,0.09809027777777778,1.8333333333333333,1.0,0.0,2.061442987630934,0.0,0.23524305555555555,1.0,18,2.0,0.0,0.0,dolomites,5.420534999272286
1.4,0.0,0.0,2.13490588299618,0.17777777777777787,10,0.0,0.95,1,burnin,4.0,0.6023386019368343,14,down_niche_bodysize,0.8,0.2,0.06,4.7142857142857135,0.2,0.0,2.9072463135014863e-16,0.14,1.2,1.0,0.0,1.6426846010152707,0.0,0.43,1.0,0,2.0,0.0,0.0,dolomites,2.6390573296152584
9.847457627118644,0.0,0.8305084745762712,0.8365056038323393,0.4002855035168304,59,0.37058316575696637,0.9419020715630885,2,creation,1.1176470588235294,1.3733176602732655,581,metaweb,0.13559322033898305,0.03389830508474576,1.9327779373743177,0.40333276197384255,0.6779661016949152,0.2503554648506161,0.35849624991881274,0.16690606147658718,2.0820128898120736,1.2652232746955345,0.2634300488365412,1.2386108098846875,0.1694915254237288,0.8750359092214881,1.0,24,2.0,0.1694915254237288,0.1694915254237288,dolomites,2.772588722239781
5.3559322033898304,NaN,0.6779661016949152,1.3910632000947958,1.417098632278566,59,0.1878770468256248,0.660408309041323,2,creation,1.475,0.5850695424031805,316,niche,0.3220338983050847,0.0,0.14392415972421718,7.228103338756911,0.0847457627118644,0.40755169945646474,1.0164261046116514,0.09077851192186154,2.469997419035453,1.7735099337748343,0.11577133007756392,1.3143924218756433,0.13559322033898305,0.49698362539500146,NaN,0,4.0,0.5254237288135594,0.15254237288135594,dolomites,0.0
5.779661016949152,0.6585382215713168,0.6610169491525424,0.6458412104093558,0.3415767453824379,59,0.17724791726515368,0.680213552080845,2,creation,0.9215686274509803,1.7197530379557584,341,down_niche,0.13559322033898305,0.2033898305084746,1.0494110887675956,2.702563518764085,0.6779661016949152,0.024968747326673545,0.1229537609221384,0.09796035621947716,2.057990894030145,1.1990521327014219,0.007756391841424878,1.4199908901783393,0.01694915254237288,0.33697213444412527,2.3181818181818183,77,1.0,0.1864406779661017,0.01694915254237288,dolomites,6.269096283706261
5.779661016949152,0.6585382215713168,0.6610169491525424,0.6458412104093558,0.3415767453824379,59,0.17724791726515368,0.680213552080845,2,creation,0.9215686274509803,1.7197530379557584,341,down_niche_bodysize,0.13559322033898305,0.2033898305084746,1.0494110887675956,2.702563518764085,0.6779661016949152,0.024968747326673545,0.1229537609221384,0.09796035621947716,2.057990894030145,1.1990521327014219,0.007756391841424878,1.4199908901783393,0.01694915254237288,0.33697213444412527,2.3181818181818183,77,1.0,0.1864406779661017,0.01694915254237288,dolomites,6.269096283706261
6.666666666666667,0.0,0.0,0.45194614629282565,0.14184397163120566,48,0.0,1.0,2,burnin,0.2,2.2597307314641286,320,metaweb,0.16666666666666666,0.8333333333333334,2.7083333333333335,0.2,0.8333333333333334,0.0,0.0,0.1388888888888889,1.8333333333333333,1.0,0.0,1.8077845851713026,0.0,0.4861111111111111,1.0,0,2.0,0.0,0.0,dolomites,5.768320995793772
5.3559322033898304,NaN,0.6779661016949152,1.3910632000947958,1.417098632278566,59,0.1878770468256248,0.660408309041323,2,burnin,1.475,0.5850695424031805,316,niche,0.3220338983050847,0.0,0.14392415972421718,7.228103338756911,0.0847457627118644,0.40755169945646474,1.0164261046116514,0.09077851192186154,2.469997419035453,1.7735099337748343,0.11577133007756392,1.3143924218756433,0.13559322033898305,0.49698362539500146,NaN,0,4.0,0.5254237288135594,0.15254237288135594,dolomites,0.0
5.377358490566038,0.43115474879935234,0.5471698113207547,0.6475236529815244,0.2435105381883947,53,0.10679957280170879,0.7680183534329512,2,burnin,0.8222222222222222,1.972194909687308,285,down_niche,0.1509433962264151,0.3018867924528302,1.2559629761480955,2.420122038845872,0.7547169811320755,0.01798811929222584,0.09853162807262651,0.10145959416162335,1.9416938572847213,1.077922077922078,0.00711997152011392,1.6460989591365982,0.018867924528301886,0.3203987184051264,1.7545126353790614,31,1.0,0.09433962264150944,0.018867924528301886,dolomites,5.6240175061873385
2.0,0.408248290463863,0.07692307692307693,1.1547005383792515,0.30769230769230754,13,0.023668639053254437,0.6648351648351648,2,burnin,1.3333333333333333,1.0606601717798212,26,down_niche_bodysize,0.5384615384615384,0.38461538461538464,0.23076923076923078,2.023255813953488,0.38461538461538464,0.041666666666666664,0.1601281538050871,0.15384615384615385,1.487179487179487,1.0,0.005917159763313609,0.7071067811865476,0.0,0.2603550295857988,1.2,3,2.0,0.07692307692307693,0.0,dolomites,3.2188758248682006
9.847457627118644,0.0,0.8305084745762712,0.8365056038323393,0.4002855035168304,59,0.37058316575696637,0.9419020715630885,3,creation,1.1176470588235294,1.3733176602732655,581,metaweb,0.13559322033898305,0.03389830508474576,1.9327779373743177,0.40333276197384255,0.6779661016949152,0.2503554648506161,0.35849624991881274,0.16690606147658718,2.0820128898120736,1.2652232746955345,0.2634300488365412,1.2386108098846875,0.1694915254237288,0.8750359092214881,1.0,24,2.0,0.1694915254237288,0.1694915254237288,dolomites,2.772588722239781
8.94915254237288,NaN,0.9152542372881356,1.1965823315372206,2.339748186894474,59,0.41597242171789717,0.678448841079168,3,creation,1.0925925925925926,0.5607980913517787,528,niche,0.0847457627118644,0.0,0.3022120080436656,7.543051838240398,0.0847457627118644,0.5088527124855253,1.1981355137789147,0.15168055156564206,4.159935852207021,1.6989708404802744,0.36455041654696924,1.1524107508584567,0.22033898305084745,0.9436943407066934,NaN,0,3.0,0.7627118644067796,0.288135593220339,dolomites,0.0
8.288135593220339,1.0768131630156335,0.7966101694915254,0.7325602251071178,0.37475792279474796,59,0.34702671646078714,0.8475554294809208,3,creation,1.0784313725490196,1.460805190771093,489,down_niche,0.13559322033898305,0.06779661016949153,1.6078713013501866,0.6882056278937951,0.6779661016949152,0.13441638218326846,0.263724381139199,0.14047687446136167,2.0729396959409425,1.3571428571428572,0.11347313990232692,1.224994669173828,0.06779661016949153,0.6730824475725367,4.6226561633196495,74,3.0,0.1864406779661017,0.0847457627118644,dolomites,9.10642325855641
8.288135593220339,1.0768131630156335,0.7966101694915254,0.7325602251071178,0.37475792279474796,59,0.34702671646078714,0.8475554294809208,3,creation,1.0784313725490196,1.460805190771093,489,down_niche_bodysize,0.13559322033898305,0.06779661016949153,1.6078713013501866,0.6882056278937951,0.6779661016949152,0.13441638218326846,0.263724381139199,0.14047687446136167,2.0729396959409425,1.3571428571428572,0.11347313990232692,1.224994669173828,0.06779661016949153,0.6730824475725367,4.6226561633196495,59,3.0,0.1864406779661017,0.0847457627118644,dolomites,9.10642325855641
6.666666666666667,0.0,0.0,0.45194614629282565,0.14184397163120566,48,0.0,1.0,3,burnin,0.2,2.2597307314641286,320,metaweb,0.16666666666666666,0.8333333333333334,2.7083333333333335,0.2,0.8333333333333334,0.0,0.0,0.1388888888888889,1.8333333333333333,1.0,0.0,1.8077845851713026,0.0,0.4861111111111111,1.0,0,2.0,0.0,0.0,dolomites,5.768320995793772
2.5416666666666665,1.441690266648734,0.6666666666666666,1.0820320073905325,1.508788327703177,24,0.09722222222222222,0.4535790598290599,3,burnin,1.105263157894737,0.6136911694635283,61,niche,0.20833333333333334,0.125,0.06076388888888889,3.041886475346722,0.20833333333333334,0.3930942073799216,0.9150239304236413,0.10590277777777778,2.760382996632997,1.7894736842105263,0.046875,1.0001460463792669,0.20833333333333334,0.1440972222222222,4.084507042253521,0,3.0,0.4166666666666667,0.20833333333333334,dolomites,4.2626798770413155
6.0625,0.0,0.0,0.46206400214678145,0.14184397163120563,48,0.0,0.963322268009768,3,burnin,0.2,2.282654472056377,291,down_niche,0.16666666666666666,0.8333333333333334,2.2730034722222223,0.4436090225563911,0.8333333333333334,0.0,3.404252631454118e-16,0.12630208333333334,1.8333333333333333,1.0,0.0,1.8388750336522373,0.0,0.3997395833333333,1.0,8,2.0,0.0,0.0,dolomites,5.673323267171493
1.5,0.0,0.0,2.1140330656044943,0.1777777777777777,10,0.0,0.925,3,burnin,4.0,0.5665577237325317,15,down_niche_bodysize,0.8,0.2,0.07,4.333333333333333,0.2,0.0,3.0337068460183277e-16,0.15,1.2,1.0,0.0,1.6024672335395505,0.0,0.49,1.0,0,2.0,0.0,0.0,dolomites,2.70805020110221
